85277.0234375;2824087.25
85281.765625;2824090
85289.703125;2824106.75
85272.8515625;2824091.25
85288.0703125;2824087.25
85275.5703125;2824098.25
85291.1171875;2824111.25
85304.1796875;2824136
85325.1015625;2824148.75
85338.734375;2824168
85353.09375;2824177.75
85270.828125;2824087.75
85300.59375;2824089.25
85314.0625;2824093
85269.3359375;2824103.25
85298.4609375;2824111.75
85316.625;2824102.25
85303.375;2824138
85322.7109375;2824146
85328.8828125;2824168.25
85362.5078125;2824180
85378.140625;2824189.25
85374.0390625;2824195.75
85388.4140625;2824202.25
85290.8046875;2824082
85320.09375;2824091.75
85272.390625;2824108
85298.21875;2824111.5
85319.9140625;2824111
85296.7734375;2824138
85323.625;2824149.5
85331.1796875;2824179
85357.25;2824181.75
85379.8515625;2824187.25
85368.046875;2824195.5
85393.4140625;2824207.75
85303.1796875;2824084
85324.53125;2824090.75
85245.25;2824125.5
85258.71875;2824119.25
85288.7109375;2824121
85331.1484375;2824112.5
85296.7265625;2824143.25
85330.015625;2824140.25
85345.2265625;2824158
85321.1953125;2824172
85356.8828125;2824176.25
85342.6875;2824192.25
85358.9921875;2824198.75
85387.765625;2824201
85277.28125;2824076.75
85284.1015625;2824078.5
85329.5546875;2824090.75
85260.203125;2824115.25
85287.8203125;2824119
85338.9609375;2824118
85357.90625;2824106
85390.953125;2824114.25
85411.84375;2824120
85242.984375;2824138.5
85251.203125;2824138.5
85297.0625;2824148.25
85331.84375;2824141.75
85346.8125;2824157.25
85306.375;2824166
85315.390625;2824170.75
85370.3828125;2824205.5
85381.1328125;2824206.75
85277.2734375;2824075.75
85296.0546875;2824080
85337.875;2824092
85269.75;2824117.25
85286.125;2824122.5
85358.2421875;2824113.75
85397.421875;2824118
85411.96875;2824122.25
85238.625;2824147
85253.34375;2824144.5
85288.390625;2824149.75
85341.265625;2824142.75
85348;2824133.25
85296.0390625;2824164.5
85363.125;2824168
85385.59375;2824188
85355.3125;2824201
85387.5234375;2824211
85293.8203125;2824078.25
85319.5078125;2824085
85268.1953125;2824122
85285.8125;2824119.75
85366.0859375;2824114.5
85390.75;2824116.5
85415.3671875;2824121
85240.34375;2824150.25
85268.359375;2824149
85286.234375;2824143.25
85357.6796875;2824142.75
85291.140625;2824165.25
85317.0234375;2824176.25
85368.6015625;2824172.5
85386.734375;2824188.25
85352.34375;2824200.25
85396.90625;2824215.25
85408.2421875;2824210.5
85279.53125;2824072.25
85294.9609375;2824076.75
85321.765625;2824084.5
85351.9765625;2824094.75
85269.484375;2824125.75
85284.625;2824124.25
85358.78125;2824097.5
85390.9296875;2824116.5
85417.984375;2824119.5
85236.90625;2824151.75
85265.8046875;2824142.5
85285.7890625;2824135.25
85367.6171875;2824149
85380.9921875;2824134.75
85418.9765625;2824130
85270.8359375;2824162.75
85295.8984375;2824169.75
85314.890625;2824176.75
85366.7578125;2824165.25
85383.5;2824184
85359.0390625;2824204
85401.2890625;2824212.75
85415.6015625;2824216.75
85404.8671875;2824225.25
85424.7734375;2824243
85430.53125;2824258.75
85293.0078125;2824074.5
85330.1171875;2824085.5
85353.6015625;2824093.5
85370.1953125;2824099.75
85394.96875;2824114.75
85418.3671875;2824115.5
85238.109375;2824155.5
85259.1328125;2824148
85282.3359375;2824132.75
85375.3515625;2824159.75
85393.8984375;2824144.75
85414.046875;2824139.5
85247.078125;2824161
85266.3125;2824164.5
85295.1171875;2824172
85320.4921875;2824180.5
85372.484375;2824170.25
85392.1796875;2824177.25
85409.5625;2824165.25
85356.796875;2824204
85394.6015625;2824202.75
85429.84375;2824222
85427.8671875;2824239.5
85441.75;2824248.25
85428.71875;2824259
85443.0625;2824260
85295.78125;2824072.75
85327.6875;2824083
85356.875;2824092.5
85372.1875;2824098
85392.921875;2824104.75
85422.6484375;2824116.25
85236.125;2824158.25
85418.1796875;2824143.25
85233.96875;2824162
85264.0859375;2824167.25
85296.3359375;2824175
85326.328125;2824185.5
85405.078125;2824184
85410.484375;2824167.75
85353.640625;2824203
85400.78125;2824197.5
85420.671875;2824216.5
85401.421875;2824225
85427.2578125;2824242.75
85447.09375;2824241.5
85427.6875;2824261
85447.515625;2824259.25
85298.53125;2824072
85327.2734375;2824079.75
85356;2824089.5
85374.7421875;2824098
85392.2265625;2824102
85419.359375;2824113.75
85417.96875;2824151.5
85229.9453125;2824164.75
85261.5859375;2824169.75
85296.0859375;2824177.75
85321.09375;2824187
85405.28125;2824188.75
85410.6171875;2824177.25
85363.3203125;2824207.25
85397.9921875;2824202.5
85410.4921875;2824210.25
85399.390625;2824225
85409.109375;2824230
85457.3359375;2824244.5
85452.5234375;2824262.75
85294.8515625;2824068.5
85328.3671875;2824078
85364.75;2824089.5
85380.6640625;2824095
85387.671875;2824098.75
85425.4296875;2824112.75
85422.4921875;2824144.25
85214.9921875;2824170.75
85230.0625;2824169.75
85262.546875;2824174.75
85296.9296875;2824180.5
85316.671875;2824187
85413.8046875;2824170.75
85330.1328125;2824193
85360.8359375;2824207.25
85398.9375;2824207.5
85415.5234375;2824254.5
85462.4453125;2824244.25
85419.921875;2824260.75
85456.1875;2824266.75
85298.3046875;2824068.5
85329.28125;2824076.25
85360.6875;2824084.5
85385.6171875;2824094.75
85399.609375;2824100.5
85425.6328125;2824112.25
85423.9921875;2824145.25
85211.6640625;2824179
85231.6015625;2824175.25
85265.5078125;2824179
85295.015625;2824185
85318.4921875;2824190.75
85411.5625;2824184.5
85327.6015625;2824196
85360.9921875;2824208.25
85403.3203125;2824203.25
85421.5078125;2824215.5
85413.2734375;2824237
85465.28125;2824249.5
85472.9296875;2824250.5
85418.6640625;2824261.25
85470.234375;2824256.5
85302.109375;2824067.25
85322.171875;2824072
85357.5546875;2824081.25
85377.5078125;2824090.75
85400.8984375;2824097.25
85428.5859375;2824110.25
85428.6328125;2824139.25
85210.7890625;2824184.5
85225.34375;2824184
85263.0546875;2824181.25
85293.21875;2824188
85419.375;2824165.75
85311.953125;2824192.75
85327.34375;2824198.25
85361.09375;2824209
85390.8515625;2824214
85411.7109375;2824204
85403.7421875;2824228.5
85412.7109375;2824239
85462.296875;2824240
85476.625;2824254
85416.15625;2824258
85456.3125;2824262.25
85476.3515625;2824258.75
85547.46875;2824310
86486.1171875;2824304
85305.4375;2824066
85326.65625;2824071
85363.328125;2824079.75
85386.5546875;2824091.25
85404.1484375;2824096.75
85426.7421875;2824105.75
85428.71875;2824145.5
85206.8046875;2824190
85232.09375;2824188.25
85262.4140625;2824184.75
85296.8359375;2824191
85417.2265625;2824182
85215.7890625;2824194.75
85223.421875;2824194.75
85303.3828125;2824193.75
85320.1484375;2824199.25
85363.46875;2824213
85382.5234375;2824219.5
85409.6875;2824203
85400.7265625;2824227.5
85412.9453125;2824241.25
85476.71875;2824251.75
85452.96875;2824268.25
85478.6484375;2824260.5
85549.75;2824312
86848.453125;2824649.5
85291.453125;2824061.75
85306.0234375;2824065
85330.796875;2824069.75
85359.578125;2824074.75
85391.1484375;2824090.75
85427.640625;2824106.25
85441.34375;2824109.5
85431.109375;2824144.5
85243.09375;2824189.25
85258.0078125;2824187.5
85285.3203125;2824191.25
85420.984375;2824174.5
85207.4921875;2824196.5
85232.578125;2824199.25
85298.109375;2824195.75
85329.5;2824204.25
85358.203125;2824215.75
85379.2421875;2824221.25
85417.71875;2824207.75
85390.5234375;2824226.75
85413.2421875;2824247.25
85446.25;2824226.75
85425.5078125;2824260.25
85463.140625;2824262.75
85482.109375;2824259
85545.3984375;2824308.5
86483;2824304
86828.15625;2824637.75
86832.109375;2824640
85297.640625;2824061.25
85326.5234375;2824066.75
85361.25;2824073.25
