47475.000;3750080.501
47475.000;3750130.506
47475.000;3750180.512
47475.000;3750230.517
47475.000;3750280.523
47475.000;3750330.528
47475.000;3750380.534
47475.000;3750430.539
47475.000;3750480.545
47475.000;3750530.550
47475.000;3750580.556
47525.000;3750130.506
47525.000;3750180.512
47525.000;3750230.517
47525.000;3750280.523
47525.000;3750330.528
47525.000;3750380.534
47525.000;3750430.539
47525.000;3750480.545
47525.000;3750530.550
47525.000;3750580.556
47575.000;3750330.528
47575.000;3750380.534
47575.000;3750430.539
47575.000;3750480.545
47575.000;3750530.550
47575.000;3750580.556
47625.000;3750530.550
47625.000;3750580.556
47475.000;3750630.561
47475.000;3750680.567
47475.000;3750730.572
47475.000;3750780.578
47475.000;3750830.583
47475.000;3750880.589
47475.000;3750930.594
47475.000;3750980.600
47475.000;3751030.605
47475.000;3751080.611
47475.000;3751130.616
47475.000;3751180.622
47475.000;3751230.627
47825.000;3751230.627
47525.000;3750630.561
47525.000;3750680.567
47525.000;3750730.572
47525.000;3750780.578
47525.000;3750830.583
47525.000;3750880.589
47525.000;3750930.594
47525.000;3750980.600
47525.000;3751030.605
47525.000;3751080.611
47525.000;3751130.616
47525.000;3751180.622
47525.000;3751230.627
47775.000;3751230.627
47775.000;3751180.622
47775.000;3751130.616
47575.000;3750630.561
47575.000;3750680.567
47575.000;3750730.572
47575.000;3750780.578
47575.000;3750830.583
47575.000;3750880.589
47575.000;3750930.594
47575.000;3750980.600
47575.000;3751030.605
47575.000;3751080.611
47575.000;3751130.616
47575.000;3751180.622
47575.000;3751230.627
47625.000;3750630.561
47625.000;3750680.567
47625.000;3750730.572
47725.000;3751230.627
47725.000;3751180.622
47725.000;3751130.616
47725.000;3751080.611
47725.000;3751030.605
47725.000;3750980.600
47725.000;3750930.594
47725.000;3750880.589
47725.000;3750830.583
47625.000;3750780.578
47625.000;3750830.583
47625.000;3750880.589
47625.000;3750930.594
47625.000;3750980.600
47625.000;3751030.605
47625.000;3751080.611
47625.000;3751130.616
47625.000;3751180.622
47625.000;3751230.627
47675.000;3750730.572
47675.000;3750780.578
47675.000;3750830.583
